Complex_Sentence_ID,Annotated_Triples
CS316,"(Southfort; located; south of Fort Ogden),(U.S. Route 17; passes through; Southfort),(Southfort; is in; DeSoto County),(She; offers; contract),(He; sign; contract)"
CS317,"(He; stamps; it),(He; use; signet ring),(it; get stamped; signet ring),(She; say; he),(He; can pay; her),(She; can be paid; later),(She; calls; IOU),(It; contains; amygdalin)"
CS318,"(Amygdalin; is; poisonous compound),(Laetrile; is related to; synthetic compound),(Laetrile; has been marketed for; cancer treatment),(Juneteenth; grew in popularity; 1980s and 1990s)"
CS319," (community leaders; met in; New Orleans),(community leaders; increase; celebration of Juneteenth),(Christian Unity Baptist Church; host; gathering),(gathering; celebrate; Juneteenth),(American; cooperate with; British),(British; cooperate with; American),(American; end cooperation; British),(British; end cooperation; American),(1946; mark the end of; cooperation between American and British)"
CS320," (Britain; tested; independently developed nuclear weapon),(Britain; developed; nuclear weapon),(nuclear weapon; tested in; 1952),(The Atomic Energy Act of 1946; ended; joint cooperation),(Britain; become; third country to test a nuclear weapon),(Britain; test; nuclear weapon),(third country; test; nuclear weapon),(He; got; camera)"
CS321,"(He; took; photographs),(He; performed; fights),(friends; performed; fights),(Legend of Zelda; inspired; fights),(Teenage Mutant Ninja Turtles; inspired; fights),(Rolfe; drew on; pictures),(Rolfe; used for; extra feel),(pictures; be used for; extra feel),(Phil Cookson; is; English professional rugby league footballer)"
CS322,"(He; played; 1960s),(He; played; 1970s),(He; played; 1980s),(He; represented; England),(England; at; representative level),(He; played for; Leeds),(Leeds; at; club level),(He; played; number 11),(He; played; number 12),( Phil Cookson; is; an English professional rugby league footballer )"
CS323,"(He; played in; 1960s),(He; played in; 1970s),(He; played in; 1980s),(He; represented; England),(He; represent; Leeds),(He; played; Number 11),(He; played; Number 12),(He; played; During Era of Contested Scrums),(Sol Joel Park; located in; Reading; Berkshire; England),(Reading; Berkshire; England; located in; Sol Joel Park)"
CS324,"(Solomon Joel; gifted; Corporation of Reading),(Corporation of Reading; received; park),(Solomon Joel; gave; park),(Sol Joel Park; is; public park),(Sol Joel Park; is in; Earley),(park; situated on; Wokingham Road),(Crabb; attend; primary schools locally)"
CS325,"(He; attend; Tasker Milward School),(He; attended for; 7 years),(Tasker Milward School; hold; He),(Tasker Milward; is; state secondary school),(Tasker Milward; located; Haverfordwest),(Crabb; attended; primary schools),(Crabb; located in; local area)"
CS326,"(He; was; student),(Student; attended; Tasker Milward School),(He; attended; Tasker Milward School),(Student; from; 1984 to 1991),(He; from; 1984 to 1991),(Tasker Milward; is; voluntary controlled state secondary school),(Tasker Milward; located in; Haverfordwest),(Muslim women; may be pressured; to wear veils)"
CS327,"(Muslim women; may be pressured to; leave school early),(Muslim women; may be pressured to; marry early),(Muslim women; is treated; particular concern),(Muslim women; may be pressured; to wear veils),(Women; may be pressured by; Muslim culture)"
CS328,"(Muslim women; may be pressured; to leave school),(Muslim women; may be pressured to; marry early),(Muslim women; is a concern; Treatment),(Muslim women; are pressured to wear; veils)"
CS329,"(Muslim women; may be encouraged; to leave school early),(Muslim women; may be expected to marry; at a young age),(They; performed; with Mos Def)"
CS330,"(They; perform; with Aquilla Sadalla),(They; performed with; Phil Cohran),(They; performed; North Sea Jazz Festival),(They; performed with; Mos Def)"
CS331,"(They; performed with; Aquilla Sadalla),(They; performed with; Phil Cohran),(They; performed; North Sea Jazz Festival),(Ramsay MacDonald; appealed; Hahn),(Hahn; was released; )"
CS332,"(Hahn; emigrated; to Britain),(Hahn; emigrated; in July 1933),(Britain; receive; Hahn),(in July 1933; accept; Hahn),(Hahn; settle in; Scotland),(He; founded; Gordonstoun),(He; based on; principles),(principles; of; school in Salem),(He; was born in; San Antonio; Texas),(He; was born in; 1954)"
CS333,"(His family; moved; to Highland Park),(His family; moved; in 1964),(board; made; adjustment),(hand plane; make; adjustment)"
CS334,"(Wood Removal; Can be Used; Other Methods),(process; repeat; until),(board; be; flat),(board; need to meet; satisfactory standards),(Auguste Le Duc; began constructing; bridge)"
CS335,"( bridge; connected; two islands),(Nature; destroyed; bridge),(Fleet Bank Building; stands on; site of Union Grove Elementary School),(Union Grove Elementary School; site of; Fleet Bank Building)"
CS336," (The Fleet Bank Building; is; the tallest commercial building in the Town of Newburgh),(The Fleet Bank Building; is located in; Town of Newburgh),(Union Grove Elementary School; was demolished; early 1980s),(Fleet Bank Building; houses; commercial offices),(Both teams; were in; bonus),(bonus; was for; Both teams)"
CS337,"(Game; last for; 8 minutes),(Game; unheard of in; Championship game),(Both teams; were in; bonus)"
CS338,"(Eight minutes; heard of; feat),(second half; heard of; feat),(game; be; unheard of),(The Nazis; forbade; her to sing the song),(The Nazis; forbade; her to perform on stage ever again)"
CS339,"(song; went over; Allied side),(It; became; popular),(The Nazis; forbade; her),(her; sing; song)"
CS340,"(They; forbade; her),(They; perform; on stage),(The song; went over; to the Allied side),(The song; from; Allied side),(Allied side; became popular on; It),(Austin; born in; Ascot Vale; Victoria; Australia)"
CS341,"(He; was; student),(He; attended; Melbourne Grammar School),(He; attended; 1927-1933),(She; appointed; Reader),(Reader; appointed-in; 1964)"
CS342,"(She; worked in; Department of English at AMU),(She; became; Professor of English),(In 1983; became; Professor of English).(She; retire; 1988),(She; appointed; Reader in AMU),(She; appointed; 1964)"
CS343,"(She; worked-in; Department of English),(She; become; Professor of English),(She; become; 1983),(She; retired; 1988),(She; appointed; Reader),(Reader; appointed in; AMU),(AMU; appointed in; 1964)"
CS344,"(She; worked in; Department of English),(she; become; Professor of English),(Professor of English; is; English),(She; retired in; 1988),(Bob Pittman; will be keynote; music business convention),(Sean Parker; will be keynote; music business convention)"
CS345,"(event; discuss; perspectives on future of music business),(Clear Channel's CEO; will share; his vision for the future),(All sectors; convene; new music business),(music business; awaits; exciting future),(Bob Pittman; is; keynote speaker),(Sean Parker; is; keynote speaker)"
CS346,"(all parts of the changing music industry; join; to discuss their ideas for the future),(Clear Channel; CEO of; Bob Pittman),(The future; is being discussed; music business),(music business; is being discussed; future),(Bob Pittman; be; keynote),(Sean Parker; be; keynote)"
CS347,"(music business; convening; to discuss the future),(music business; have; exciting new future),(Team; Stayed in; Phoenix),(Team; Stayed in; 1998)."
CS348,"(MLB; expanded; Diamondbacks),(Diamondbacks; included; 1998),(The Seals; move; 1998),(team; remained; Phoenix),(team; remained; 1998)"
CS349,"(MLB; expand; 1998),(Diamondbacks; join; MLB),(Seals franchise; forced; move),(Team; Stayed In; Phoenix),(Team; Stayed Until; 1998)"
CS350,"(MLB; expand; 1998),(Diamondbacks; be expanded; 1998),(Seals; move; away),(Teams; build; berimbaus),(Teams; build; plastic bottles)"
CS351,"(An expert; gave; clue),(An expert; gave; them),(them; were finished; berimbaus),(second tube; was lifted into place; 7 January 1850),(single line; was open to public traffic; 18 March 1850),(second line; was open; 19 October)"
CS352,"(The second tube; was lifted into place; on 7 January 1850),(A single line; was open to public traffic through these tubes; on 18 March 1850),(The second line; was open; on 19 October)"
CS353,"(New York; conceive; idea for a high class health care institution in Pakistan),(1985; conceive; idea for a high class health care institution in Pakistan)"
CS354,"(discussions; took place; before the present location),(meetings; took place; before the present location),(present location; selected; Islamabad),(retention; involves; memory),(memory; involves; repetition),(repetition; involves; enunciation),(enunciation; involves; diction)"
CS355,"(It; involves; ten factors),(Every letter; is used; a variety of times),(Letter; has; a usage),(Alphabet; consists of; letters),(It; involves; retention)"
CS356,"(enunciation; is; important),(diction; is; important),(Ten factors; use; letter in the alphabet),(Letter in the alphabet; repeated; ten factors),(He; quit; high school)"
CS357,"(He; met; Armenian music band),(He; learned; music),(He; experienced; music),(He; become; guitar player),(He; in; band),(Soviets; had been preparing; defenses),(Soviets; had been preparing; attack)"
CS358,"(panzer forces; weaken; operation),(Guderian; had been trying to rebuild; panzer forces),(Link; escaped; Zelda)"
CS359,"(Link; mortally wounded; ),(Zelda; collapsed in; arms),(Link; escape; Zelda)"
CS360,"(Link; is; mortally wounded),(Zelda; embrace; Link),(Link; escape; Zelda)"
CS361,"(Link; wounded; Escape),(Zelda; collapse; in arms),(A clipper; was; a sailing ship)"
CS362,"(It; had; three or more masts),(It; had; square rig),(It; was; very fast),(It; existed; 19th century),(A clipper; was; a fast sailing ship)"
CS363,"(It; had; three or more masts),(It; had; a square rig),(The clipper; was; a 19th-century ship),(Torpedo Moscow; not reinstated; Second Division)"
CS364,"(They; played in; amateur Third Division),(They; managed to reach; First Division),(They; had; 2 consecutive promotions),( 2009 registration ; had passed ; deadline ),(Torpedo Moscow; play; Third Division),(Third Division; after; 2009 registration deadline)"
CS365,"(Torpedo Moscow; reach; First Division),(Torpedo Moscow; have; two consecutive promotions),(She; married; Nathaniel Henry Alcock),(Nathaniel Henry Alcock; married; She),(She; married; 1905),(Nathaniel Henry Alcock; married; 1905)"
CS366,"(She; moved to; Canada),(She; moved with; him),(He; died of; cancer),(She; returned; to Britain),(She; obtained; post),(post; at; Plant Pathology Laboratory),(The Laboratory; moved; Harpenden),(He; resigned; 180),(He; died; Round Hill),(He; died; 1804)"
CS367,"(He; be; 57 years old),(Carey Earle; launch; Word Magazine),(Tom Livaccari; launch; Word Magazine),(Dan Pelson; launch; Word Magazine),(Word Magazine; launch in; 1995)"
CS368,"(Word Magazine; provided; original stories),(Word Magazine; provided; interviews),(Word Magazine; provided; games),(Word Magazine; provided; applications),(Word Magazine; provided; music),(Word Magazine; provided; interactive objects),(Word Magazine; provided; art),(Word Magazine; offer; community spaces),(Carey Earle; launch; Word Magazine),(Tom Livaccari; launch; Word Magazine),(Dan Pelson; launch; Word Magazine),(Word Magazine; launched in; 1995)"
CS369,"(Word Magazine; created; stories),(Word Magazine; created; interviews),(Word Magazine; created; games),(Word Magazine; created; applications),(Word Magazine; created; music),(Word Magazine; created; interactive objects),(Word Magazine; created; art),(Word Magazine; created; community spaces).(She; is girlfriend of; Moose Mason)"
CS370,"(Reggie Mantle; be in love with; her),(She; is; Moose Mason's girlfriend),(Moose Mason; has; girlfriend),(girlfriend; belongs to; Moose Mason)"
CS371,"(Reggie Mantle; is in love with; her),(She; is; Moose Mason's girlfriend)"
CS372,"(Reggie Mantle; loves; her),(She; awakens; night)"
CS373,"(Bathroom; have; dripping sound),(She; awakens; night)"
CS374,"(She; hears; dripping sound),( It; coming from; bathroom),(He; did; PhD),(He; do; Homeric Odes)"
CS375,"(Franz August Wolf; supervised; PhD),(Franz August Wolf; dissertation on; Homeric Odes),(He; studied; Homeric Odes),(He; supervised by; Franz August Wolf),(He; was about; Homeric Odes),(He; did a PhD thesis on; Homeric Odes)"
CS376,"(Franz August Wolf; supervise; research),(Japan; is adjacent to; Korea),(Korea; is adjacent to; Japan),(Island; exists between; Japan and Korea)"
CS377," (island; be occupied by; Korean navy),(Korean navy; occupy; island),(Carver Theatre; is in; Columbia),(Carver Theatre; is in; South Carolina)"
CS378,"(Carver Theatre; listed on; National Register of Historic Places),(Carver Theatre; listed on; 2003),(Carver Theatre; is; building),(Carver Theatre; is in; Columbia),(Carver Theatre; is in; South Carolina)"
CS379,"(Carver Theatre; added to; National Register of Historic Places),(Carver Theatre; added to; 2003),(Per Olof Christopher Aurivillius; describe; it)"
CS380,"(Malawi; found in; Tanzania),(Per Olof Christopher Aurivillius; describe; 1902)"
CS381,"(It; is found in; Malawi), (It; is found in; Tanzania),(Six aircraft crew; were; Spanish employees),(Six aircraft crew; were; employees of Airbus Defence and Space),(Airbus Defence and Space; employed; Spanish employees)"
CS382,"(Four; killed; them),( Two; injured; seriously ),(Six aircraft crew; were; Spanish employees of Airbus Defence and Space),(Six aircraft crew; were; employees of Airbus Defence and Space),(aircraft crew; were; Spanish employees of Airbus Defence and Space),(aircraft crew; were; employees of Airbus Defence and Space),(Spanish employees of Airbus Defence and Space; were; Six aircraft crew),(employees of Airbus Defence and Space; were; Six aircraft crew)"
CS383,"(Four; were; killed),(Two; were; seriously injured),(Weapons; be excluded from; protocol)"
CS384,"(Smoke grenades; be excluded; too),(Tracer rounds; be excluded; too),(White phosphorus munitions; be excluded; as well),(Smoke grenades; are excluded from; protocol),(Tracer rounds; are excluded from; protocol)"
CS385,"(White phosphorus munitions; considered to be excluded from; protocol),(protocol; excludes; weapons),(weapons; have; incendiary effect),(protocol; not allow; white phosphorus munitions),(protocol; excludes; weapons with an incendiary effect)"
CS386,"(Smoke grenades; excluded from; protocol),(Tracer rounds; excluded from; protocol),(White phosphorus munitions; often excluded from;  protocol),(the protocol; excluded; White phosphorus munitions),(munitions; excluded from; protocol),(He; played; twentyone games),(He; scored; fifteen goals)"
CS387,"(He; signed; eighteen month contract),(He; signed; The New Saints),(The New Saints; signed; eighteen-month contract),(He; signed on; 19 January 2010),(Durham East; was; federal electoral district)"
CS388,"(Ontario; located in; It),(Durham East; represented in; Canadian House of Commons),(DBTI Tarlac Batch 1988; have; 147 graduates)"
CS389,"(The 40th Commencement Exercises; held on; 27 March 1988),(DBTI Tarlac Batch 1988; had; 147 students)"
CS390,"(students; graduated from; high school),(students; graduated in; 1988),(40th Commencement Exercises; held; on March 27),(Donegal Gaeltacht; made up of; three parishes),(Donegal Gaeltacht; has as main centre; population),(population; is found in; Donegal Gaeltacht)"
CS391," (Na Rosa; is; a parish),(Gaoth Dobhair; is; a parish),(Cloch Cheannfhaola; is; a parish),(These three parishes; are; Na Rosa; Gaoth Dobhair and Cloch Cheannfhaola),(Area; has population; 16000),(Europe; be populated; rurally),(rurally; be one of the most populated areas; Europe),(Na Rosa; is part of; Donegal Gaeltacht),(Gaoth Dobhair; is part of; Donegal Gaeltacht),(Cloch Cheannfhaola; is part of; Donegal Gaeltacht)"
CS392,"(Donegal Gaeltacht; has population of; 16000),(Donegal Gaeltacht; be considered to; most rurally populated area in Europe),(Most rurally populated area in Europe; be located in; Donegal Gaeltacht),(He; emigrated; to the United States),(He; emigrated; in 1904)"
CS393,"(He; earned; B.S.),(He; earned; Electrical Engineering),(He; earned; Purdue University),(Purdue University; awarded; B.S.),(He; graduated; 1906),(He; emigrated; United States),(He; emigrated in; 1904)"
CS394,"(He; earned; B.S.),(He; earned; Electrical Engineering),(He; earned; Purdue University),(Purdue University; in; 1906),(She; has participated in; Miss India)"
CS395,"(She; won; Miss Beautiful Smile ),(Miss Beautiful Smile; in; Femina Miss India Contest ),(She; has been coached by; Martin Barras),(Martin Barras; since; 2009)"
CS396,"(She; is coached by; Gary Sutton),(He; served; Joint Editor),(He; served at; Jang)"
CS397,"(He; working as; columnist),(He; working as; analyst),(He; working for; 92 newspaper),(He; working for; TV channel),(Randall; born in; Cincinnati; Ohio),(Randall; born in; 1909)"
CS398,"(His family; moved to; Orlando),(His family; moved to; Florida),(His family; moved in; 1916),(His; mother; operated a bail bonds company),(a bail bonds company; located in; Denver Colorado)"
CS399,"(Tim; made; first civilian arrest),(22000 troops; sustained; battle wounds)"
CS400,"(Medical Department; mobilized; 151 staff and regimental units),(He; began; his career at Bradford City),(He; has been on loan; at Halifax Town),(He; has been on loan; at Cambridge United)"
CS401,(peninsula; is famous for; turquoise water)
CS402,"(The coast; has; series of coves),(The coast; has; resorts),(The peninsula; is famous for; turquoise water)"
CS403,"(The coast; be; series of coves),(Resorts; Be Dotted With; It),(William Schofield; promote; pedestrian trail),(pedestrian trail; linking; landmarks),(landmarks; since; 1952)"
CS404," (The Freedom Trail; was conceived; in 1958),(A person; conceived; The Freedom trail),(William Schofield; promote; idea of creating a pedestrian trail),(idea of creating a pedestrian trail; created; in 1952)"
CS405,"(The Freedom Trail; was conceived in; 1958),(Organization; merged in; 2005)"
CS406,"(It; includes; more than 400 member businesses),(It; merged with; chamber),(chamber; in; Menominee),(Menominee; in; Michigan),(organization; merged in; 2005)"
CS407,"(They; merged with; a chamber in Menominee; Michigan),(It; includes; 400 member businesses),(Bait; Used; Infected Puppies)"
CS408,"(mass exodus; was; result),(mutant rats; of; exodus),(rats; emerged; surface),(rats; die; surface),(bait; used; infected puppies),(plan; used; infected puppies)"
CS409," (mass of mutant rats; experience; exodus),(result; cause; massive exodus of mutant rats),(rats; died; surface),(The African Wild Dog; is; a canid),(The African Wild Dog; found in; Africa)"
CS410,"(animal; is; medium sized),(It; lives; in savannas),(It; lives; in lightly wooded areas),(The African Wild Dog; is found in; Africa)"
CS411,"(It; is; a medium sized canid),(It; lives; in savannas),(It; lives; in lightly wooded areas),(The African Wild Dog; is; canid)"
CS412,"(It; be; found),(Africa; have; It),(It; LivesIn; Savannas),(It; LivesIn; Lightly Wooded Areas),(Napa Gamay; is not related to; famous Gamay of Beaujolais)"
CS413,(California; allow; wine labels after 2007)
CS414,"(California wine labels; no longer have; name),(He; played; 66 games for the Bulldogs),(He; kicking; 80 goals)"
CS415,"(He; retired from; football),(He; retired in; 1946),(He; returned to; cricket),(He; league; Lancashire League),(Lancashire League; in; England),(Sage Publications; publishes; journal)"
CS416,"(CILIP; owns; title),(IIS; merged with; Library Association),(Library Association; merged with; IIS),(IIS and the Library Association; formed; CILIP),(Goondiwindi Town Council; supply; Local government)"
CS417," (Waggamba Shire; is administered by; The Town),(The Town; is the administrative centre of; Waggamba Shire),(Local government; supplied by; Goondiwindi Town Council),(Goondiwindi Town Council; supplies; Local government)"
CS418," (town; be administrative centre for; Waggamba Shire),(Waggamba Shire; have administrative centre; town),(Local government; supplied by; Goondiwindi Town Council)"
CS419,"(Town; administrative centre for; Waggamba Shire),(25th Brigade; Fell; back)"
CS420,"(23rd Brigade; have the right to; be exposed),(Germans; enveloped; 23rd Brigade),(brigade; has; retreat),(They; avoided; being rolled up),(25th Brigade; fell; back)"
CS421,"(23rd Brigade; have right; be exposed),(It; be; enveloped),(enveloped; by; Germans),(The brigade; has; retreated ),(It; avoided; being rolled up),(General Waller Taylor; represented; Lunenburg),(General Waller Taylor; represent; Virginia legislature)"
CS422,"(He; moved to; Vincennes),(He; became; judge),(Vincennes; Indiana; where),(He; Adjutant General of; United States Army),(He; under; General William Henry Harrison),(General William Henry Harrison; in; War of 1812),(He; be; Eighteen),(He; have; years old)"
CS423,"(His; father; died),(A regency; was appointed; ),(It; rule; in his name),(His; be ruled; by It),(It; rule; nine years),(He; be; eighteen)"
CS424,"(His; have; father),(father; die; died),(A regency; was appointed; ),(It; ruled; in his name),(It; rule; nine years),(nine years; be ruled; by it),(He; is; eighteen)"
CS425,"(Hisfather; is; died ),(Regency; appointed; ),(The regency; ruled; in his name),(The regency; ruled; his name),(The regency; lasted; nine years),(She; has been; chair of the Tate Members Council since 2005),(chair of the Tate Members Council; since; 2005)"
CS426,"(She; became; Honorary Fellow of Jesus College),(She; has been chair of; the Tate Members Council),(She; has been chair since; 2005)"
CS427,"(she; become; first female Honorary Fellow of Jesus College),(The Deceptikonz; is; New Zealand hip hop group)"
CS428,"(They; formed; 1996),(Savage; consists of; The group),(Devolo; consists of; The group),(Alphrisk; consists of; The group),(Mareko; consists of; The group).(They; from; Manurewa),(They; from; South Auckland),(Manurewa; part of; South Auckland),(The Deceptikonz; is; New Zealand hip hop group),(The Deceptikonz; is; group)"
CS429,"(The group; consists of; Savage),(The group; consists of; Devolo),(The group; consists of; Alphrisk),(The group; consists of; Mareko),(They; formed; 1996),(They; located in; Manurewa),(He; returned to; Treasury),(He; after; war)"
CS430,"(He; become; Principal Private Secretary),(Chancellor of the Exchequer; employ; He),(He; serve; Winston Churchill),(He; serve; successive Chancellors),(Climate; is; mixture),(Mixture; has ; Mediterranean),(Mixture; has; mountainous)"
CS431,"(area; receive; snow),(The area; be warm; during the summer months),(It's climate; is; a mixture of Mediterranean and mountainous),(It's climate; has; a Mediterranean component),(It's climate; has; a mountainous component)"
CS432,"(area; receive; snow),( summer months; be; warm ),(The Shah; left; Iran),(The Shah; exile; 1979)"
CS433," (Ayatollah Khomeini; returned to; Tehran),(Ayatollah Khomeini; returned after; two weeks),(Several million Iranians; greeted; him),(The Shah; left; Iran),(Ayatollah Khomeini; returned; Tehran),(The Shah; exile; January 16 1979),(Ayatollah Khomeini; returned; two weeks later)"
CS434,"(Iranians; greeted; him),(His; move against; barbarian tribes)"
CS435,"(Aurelian; had gathered; tribes),(Aurelian; campaign; Eastern),(The tribes; had plundered; Eastern Roman provinces),(Aurelian; had been murdered; 																																																										   																																																																												(Helen; quit; waitress job)"
CS436,"(Bobby; overdosed; just before),(Bobby; supposed to help; Hank),(Bobby; supposed to help; burglary),(Helen; quits; job),(job; is-quitted-by; Helen)"
CS437,"(Bobby; overdoses; just before assisting Hank in a burglary),(Hank; assists; Bobby in a burglary),(Helen; quits; waitress job)"
CS438,"(Bobby; Overdoses ; Just before),(Bobby; Assists; Hank),(Hank; Assisted; Bobby),(Bobby; Assist; Hank),(Hank; Burglary; Assisted),(method; have been used; discrepancies),(method; have caused; discrepancies)"
CS439,"(single needle; observed differences when using; multiple needles),(multiple needles; observed differences when using; single needle)1),(areas; have varied; needle placement) 2),(needle placement; related to; areas),(discrepancies; have been; use of this method),(there; have been; discrepancies),(use of thismethod; have been; discrepancies),(There; be; discrepancies)"
CS440,"(observations; have seen; differences),(areas; have varied; needle placement),(He; be given; five-year jail term),(10 April 2006; occur on; five-year jail term)"
CS441,"(He; was detained; in Jodhpur Jail),(He; was detained; until 13 April),(He; granted; bail),(The Aquarium of the Pacific; is in; Long Beach),(The Aquarium of the Pacific; is in; California)"
CS442,"(It; has; 12500 animals),(It; has; 1000 species),(12500 animals; from; 1000 species),(The Aquarium of the Pacific; is in; Long Beach),(The Aquarium of the Pacific; is in; California)."
CS443," (The Aquarium of the Pacific; contains; over 12500 animals),(The Aquarium of the Pacific; has; 12500 animals),(Aquarium of the Pacific; HAS; 1000 species),(The Aquarium of the Pacific; is in; Long Beach; California),(Long Beach; California; is the location of; The Aquarium of the Pacific)"
CS444,"(The Aquarium of the Pacific; has; 12500 animals),(Aquarium of the Pacific; represent; nearly 1000 species),(Men; transferred to; Fort Knox; Kentucky)"
CS445,"(They; sent to; Kilmer),(They; sent to; New Jersey),(They; sent; England),(They; training; England),(They; served in; Camp Bouse),(men; transferred to; Fort Knox; Kentucky)"
CS446,"(The men; be sent to; Kilmer; New Jersey),(men; sent; England),(He; has survived; many murder attempts)"
CS447,"(He; escaped from; prison),(He; has survived; multiple murder attempts)"
CS448,"(He; escaped from; prison),(He; have survived; many murder attempts)"
CS449,"(He; escape from; prison),(Marseille; be forced to abandon; fighter)"
CS450,"(He; struck; vertical stabiliser),(He; killed; instantly),(He; incapacitated; ),(He; be unable to ; open parachute),(Marseille; strike; vertical stabiliser)"
CS451,"(He; killed; Instantly),(He; incapacitated; ),(He; unable to open; parachute),(He; be forced to; abandon his fighter),(He; graduated; Medical School),(He; graduated-in; 1984)"
CS452,"(He; earned; Doctor of Medicine degree),(His; have dream of; becoming an astronaut),(His; be thwarted by; deteriorating eyesight),(He; graduated; 1984)"
CS453,"(He; earned; Doctor of Medicine degree),(His; deteriorate; eyesight),(He; cannot become; astronaut),(Verge; was; defeated)"
CS454,"(Verge; resigned from; party leader),(Loyola Sullivan; succeeded; Verge),(Verge; defeated; own riding)"
CS455,"(She; resigned; party leader),(She; subsequently; resigned),(Loyola; succeeded; Sullivan),(Verge; lost; her own riding),(Verge; quit; role as party leader)"
CS456,"(Loyola Sullivan; became; party leader),(The Canon FT QL; is; final model)"
CS457,"(Pentax Spotmatic variants; compete with; It),(Topcon RE SLRs; compete with; It),(Canon FT QL; is the top of; sector),(Garden City; is; city),(Garden City; is in; Georgia)"
CS458,"(Garden City; is located; northwest of Savannah),(Garden City; is in; Chatham County),(Garden City; is in; United States),(Garden City; is; city),(Garden City; is located in; Georgia)"
CS459,"(Garden City; is located; northwest of Savannah),(Garden City; is in; Chatham County),(Chatham County; is in; USA),(fetus; can cause; entanglement with the cord)"
CS460,"(Fetus; should be evaluated with; ultrasound),(Ultrasound; should be done; to rule out cord entanglement),(Fetus; become entangled in; umbilical cord)"
CS461,"(Fetus; checked for; cord entanglement),(Ultrasound; used to; check for cord entanglement),(Fetus; is; very active),(Fetus; cause; entanglement),(Fetus; be; active),(Cord; be; entangled)"
CS462,"(Fetus; should be evaluated with; Ultrasound),(Ultrasound; used to rule out; cord entanglement),(Riverside; South Memphis; is in; Tennessee)"
CS463," (South Memphis; be ; one of oldest parts),(It; be; oldest part of South Memphis),(Elderly people; made up of; young people),(Young people; made up of; elderly people),(Riverside; South Memphis; be),(Riverside; South Memphis; old part of),(Tennessee; be; old part of)"
CS464," (elderly people; be home to; this area),(young people; be home to; this area),(South Memphis; comprise; old and young generations),(elderly population; live in; South Memphis Riverside),(young population; live in; South Memphis Riverside),(Riverside; South Memphis; located in; Tennessee)"
CS465,"(Area; comprised of; elderly people),(Area; comprised of; young people),(South Memphis; is; one of the oldest parts of Tennessee),(Jennings; become; famous),(late 19th century; be; famous)"
CS466,"(Dunboyne; bred; Jennings),(Dunboyne; owned; Jennings),(Dunboyne; trained; Jennings),(Dunboyne; won; 1887 Preakness Stakes),(Jennings; achieved; national prominence),(Jennings; achieved; late 19th century)"
CS467,"(Dunboyne; was; 1887 Preakness Stakes winner),(Jennings; bred; Dunboyne),(Jennings; owned; Dunboyne),(Jennings; trained; Dunboyne),(Edward Robert Sellstrom; be born; 1916)"
CS468,"(He; born; Gowrie; Iowa),(He; Graduated From; Gustavus Adolphus College),(He; Graduated In; 1939),(His; be located; St. Peter; Minnesota),(He; be; Minister of Trade and Industry for Venezuela),(Minister of Trade and Industry for Venezuela; belong to; He)"
CS469,"(He; was; Director of the Central Bank of Venezuela),(Director of the Central Bank of Venezuela; of; Central Bank of Venezuela),(He; was; Executive Director),(He; of; World Bank),(He; Minister of; Trade and Industry),(He; Minister of; Venezuela),(He; Minister for; Venezuela)"
CS470,"(He; Director of; Central Bank of Venezuela),(He; Director of; Venezuela),(He; be; Executive Director),(Executive Director; of; World Bank),(He; was; Minister of Trade and Industry for Venezuela)"
CS471,"(He; was Director of; Venezuelan Central Bank),(He; be; Executive Director),(Executive Director; of; World Bank),(Senai; is; airport town)"
CS472,"(It; be located; 25 kilometres from Johor Bahru; Malaysia),(25 kilometres; be from; Johor Bahru; Malaysia),(Senai International Airport; is situated in; town),(Major multinational electronics manufacturers; have base in; Senai),(Senai; is; airport town),(Senai; in; Malaysia)"
CS473,"(location; located; 25 kilometres from Johor Bahru),(Senai International Airport; is; there),(Senai; have; Major multinational electronics manufacturers),(Major multinational electronics manufacturers; based in; Senai),(Bash; is; Unix shell)"
CS474,"(Brian Fox; wrote; Bash),(GNU Project; wrote; Bash),(Magazine; affiliated with; North Korean Committee for the Promotion of International Trade)"
CS475,"(Foreign Trade Publishing House of North Korea; publish; It),(Quarterly; publish; It),(Magazine; affiliated with; North Korea)"
CS476,"(Foreign Trade Publishing House; publish; quarterly),(North Korean Committee for International Trade; promote; It),(Walker; will star in; a new pilot for Lifetime)"
CS477,"(Single mother; Struggle to balance; Family and Work),(Single mother; Revolve around; Exit 19),(Single mother; is; New York City homicide detective),(Walker; star in; new pilot for Lifetime)"
CS478,"(show; titled; Exit 19),(single mother; revolves around; it),(it; revolve around; single mother),(She; balances; family and work),(She; struggles; to balance family and work),(She; works as; New York City homicide detective),(Chris Coyne; is; Australian footballer)"
CS479,"(He; plays for; Colchester United),(He; plays; Australian national team),(He; plays; centre back),(Chris Coyne; is; Australian football player)"
CS480,"(He; plays for; Colchester United),(He; plays for; Australian national team),(Coyne; is; centre back),(Allieds; won; North Africa)"
CS481,"(Axis powers; fail to occupy; Egypt),(Suez Canal; was out of; Axis control),(Axis Powers; lost access to; Middle Eastern and Persian oil fields),(The Allieds; won; North African Campaign)"
CS482," (The Axis; failed to control; Egypt),(The Axis; failed to control; Suez Canal),(The Axis; failed to control; Middle Eastern oil fields),(Allies; prevented; Axis ambitions),(Axis; had ambitions in; region),(Axis; gain access to; Persian oil fields),(Narew River; is; long section),(The site; is; long section of the Narew River)"
