Simple_Sentence_ID,Complex_Sentence_ID,Annotated_Triples,
CS354-SIM-1,CS354,"(discussions, took place, before the present location) (meetings, took place, before the present location) (present location, selected, Islamabad)",
CS354-SIM-2,CS354,"(retention,involves,memory),(memory,involves,repetition),(repetition,involves,enunciation),(enunciation,involves,diction)",
CS355-SIM-1,CS355,"(It,involves, ten factors)",
CS355-SIM-2,CS355,"(Every letter, is used, a variety of times) (Letter, has, a usage) (Alphabet, consists of, letters)",
CS355-SIM-3,CS355,"(It,involves,retention)",
CS356-SIM-1,CS356,N/A,
CS356-SIM-2,CS356,No triples can be extracted from the given sentence.,
CS356-SIM-3,CS356,"(enunciation,is,important), (diction,is,important)",
CS356-SIM-4,CS356,"(Ten factors, use, letter in the alphabet) (Letter in the alphabet, repeated, ten factors)",
CS356-SIM-5,CS356,"(He,quit,high school)",
CS357-SIM-1,CS357,"(He, met, Armenian music band)",
CS357-SIM-2,CS357,"(He, learned, music)(He, experienced, music)",
CS357-SIM-3,CS357," (He,become,guitar player),(He,in,band)",
CS357-SIM-4,CS357,"(Soviets, had been preparing, defenses), (Soviets, had been preparing, attack)",
CS358-SIM-1,CS358,"(panzer forces, weaken, operation)",
CS358-SIM-2,CS358,"(Guderian, had been trying to rebuild, panzer forces)",
CS358-SIM-3,CS358,"(Link, escaped, Zelda)",
CS359-SIM-1,CS359,"(Link, mortally wounded,  )",
CS359-SIM-2,CS359,"(Zelda,collapsed in,arms)",
CS359-SIM-3,CS359,"(Link, escape, Zelda)",
CS360-SIM-1,CS360,"(Link, be mortally wounded, null)",
CS360-SIM-2,CS360,"(Zelda, embrace, Link)",
CS360-SIM-3,CS360,"(Link, escape, Zelda), (Zelda, escape, Link)",
CS361-SIM-1,CS361,"(Link, wounded, Escape)",
CS361-SIM-2,CS361,"(Zelda,collapse,in arms)",
CS361-SIM-3,CS361," (A clipper, was, a sailing ship)",
CS362-SIM-1,CS362,"(It, had, three or more masts)",
CS362-SIM-2,CS362,"(It,had,square rig)",
CS362-SIM-3,CS362,"(It,was,very fast)",
CS362-SIM-4,CS362,"(It, existed, 19th century)",
CS362-SIM-5,CS362,"(A clipper, was, a fast sailing ship)",
CS363-SIM-1,CS363,"(It, had, three or more masts) (It, had, a square rig)",
CS363-SIM-2,CS363,"(The clipper,was,a 19th-century ship)",
CS363-SIM-3,CS363,"(Torpedo Moscow, not reinstated, Second Division)",
CS364-SIM-1,CS364,"(They, played in, amateur Third Division)",
CS364-SIM-2,CS364,"(They, managed to reach, First Division) (They, had, 2 consecutive promotions)",
CS364-SIM-3,CS364,"( 2009 registration , had passed , deadline )",
CS364-SIM-4,CS364,"(Torpedo Moscow,play,Third Division), (Third Division,after,2009 registration deadline)",
CS365-SIM-1,CS365,"(Torpedo Moscow, reach, First Division), (Torpedo Moscow, have, two consecutive promotions)",
CS365-SIM-2,CS365,"(She, married, Nathaniel Henry Alcock) , (Nathaniel Henry Alcock, married, She) , (She, married, 1905) , (Nathaniel Henry Alcock, married, 1905)",
CS366-SIM-1,CS366,"(She, moved to, Canada), (She, moved with, him)",
CS366-SIM-2,CS366,"(He, died of, cancer)",
CS366-SIM-3,CS366,"(She, returned, to Britain)",
CS366-SIM-4,CS366,"(She,obtained,post), (post,at, Plant Pathology Laboratory)",
CS366-SIM-5,CS366,"(The Laboratory, moved, Harpenden)",
CS366-SIM-6,CS366,"(He, resigned, 180) (He, died, Round Hill) (He, died, 1804)",
CS367-SIM-1,CS367,"(He,be,57 years old)",
CS367-SIM-2,CS367,"(Carey Earle, launch, Word Magazine) (Tom Livaccari, launch, Word Magazine) (Dan Pelson, launch, Word Magazine) (Word Magazine, launch in, 1995)",
CS368-SIM-1,CS368,"(Word Magazine, provided, original stories) (Word Magazine, provided, interviews) (Word Magazine, provided, games) (Word Magazine, provided, applications) (Word Magazine, provided, music) (Word Magazine, provided, interactive objects) (Word Magazine, provided, art)",
CS368-SIM-2,CS368,"(Word Magazine, offer, community spaces)",
CS368-SIM-3,CS368,"(Carey Earle, launch, Word Magazine), (Tom Livaccari, launch, Word Magazine), (Dan Pelson, launch, Word Magazine), (Word Magazine, launched in, 1995)",
CS369-SIM-1,CS369,"(Word Magazine, created, stories), (Word Magazine, created, interviews), (Word Magazine, created, games), (Word Magazine, created, applications), (Word Magazine, created, music), (Word Magazine, created, interactive objects), (Word Magazine, created, art), (Word Magazine, created, community spaces).",
CS369-SIM-2,CS369,"(She, is girlfriend of, Moose Mason)",
CS370-SIM-1,CS370,"(Reggie Mantle, be in love with, her)",
CS370-SIM-2,CS370,"(She,is,Moose Mason's girlfriend); (Moose Mason, has, girlfriend); (girlfriend, belongs to, Moose Mason)",
CS371-SIM-1,CS371,"(Reggie Mantle, is in love with, her)",
CS371-SIM-2,CS371,"(She, is, Moose Mason's girlfriend)",
CS372-SIM-1,CS372,"(Reggie Mantle, loves, her)",
CS372-SIM-2,CS372,"(She, awakens, night)",
CS373-SIM-1,CS373,"(Bathroom,have,dripping sound)",
CS373-SIM-2,CS373,"(She, awakens, night)",
CS374-SIM-1,CS374,"(She,hears,dripping sound)",
CS374-SIM-2,CS374,"( It, coming from, bathroom)",
CS374-SIM-3,CS374,"(He, did, PhD), (He, do, Homeric Odes)",
CS375-SIM-1,CS375,"(Franz August Wolf, supervised, PhD), (Franz August Wolf, dissertation on, Homeric Odes)",
CS375-SIM-2,CS375,"(He, studied, Homeric Odes), (He, supervised by, Franz August Wolf)",
CS375-SIM-3,CS375," (He, 'was about', Homeric Odes)  (He, 'did a PhD thesis on', Homeric Odes)",
CS376-SIM-1,CS376,"(Franz August Wolf, supervise, research)",
CS376-SIM-2,CS376,"(Japan, is adjacent to, Korea) (Korea, is adjacent to, Japan) (Island, exists between, Japan and Korea)",
CS377-SIM-1,CS377," (island, be occupied by, Korean navy)  (Korean navy, occupy, island)",
CS377-SIM-2,CS377," (Carver Theatre, is in, Columbia) (Carver Theatre, is in, South Carolina)",
CS378-SIM-1,CS378,"(Carver Theatre, listed on, National Register of Historic Places) (Carver Theatre, listed on, 2003)",
CS378-SIM-2,CS378,"(Carver Theatre, is, building)",
CS378-SIM-3,CS378,"(Carver Theatre, is in, Columbia), (Carver Theatre, is in, South Carolina)",
CS379-SIM-1,CS379,"(Carver Theatre, added to, National Register of Historic Places), (Carver Theatre, added to, 2003)",
CS379-SIM-2,CS379,"(Per Olof Christopher Aurivillius, describe, it)",
CS380-SIM-1,CS380,"(Malawi, found in, Tanzania)",
CS380-SIM-2,CS380,"(Per Olof Christopher Aurivillius, describe, 1902)",
CS381-SIM-1,CS381,"1) (It, is found in, Malawi)2) (It, is found in, Tanzania)",
CS381-SIM-2,CS381,"(Six aircraft crew,were,Spanish employees) (Six aircraft crew,were,employees of Airbus Defence and Space) (Airbus Defence and Space,employed,Spanish employees)",
CS382-SIM-1,CS382,"(Four, killed, them)",
CS382-SIM-2,CS382,"( Two, injured, seriously ) ( Two, be, injured )",
CS382-SIM-3,CS382,"(Six aircraft crew,were,Spanish employees of Airbus Defence and Space), (Six aircraft crew,were,employees of Airbus Defence and Space), (aircraft crew,were,Spanish employees of Airbus Defence and Space), (aircraft crew,were,employees of Airbus Defence and Space), (Spanish employees of Airbus Defence and Space,were,Six aircraft crew), (employees of Airbus Defence and Space,were,Six aircraft crew)",
CS383-SIM-1,CS383,"(Four, be killed, o)",
CS383-SIM-2,CS383,"(Two,seriously injured, null)",
CS383-SIM-3,CS383,"(Weapons, be excluded from, protocol)",
CS384-SIM-1,CS384,"(Smoke grenades, be excluded, too), (Tracer rounds, be excluded, too)",
CS384-SIM-2,CS384," (White phosphorus munitions, be excluded, as well)",
CS384-SIM-3,CS384,"(Smoke grenades, are excluded from, protocol),(Tracer rounds, are excluded from, protocol)",
CS385-SIM-1,CS385,"(White phosphorus munitions, considered to be excluded from, protocol)",
CS385-SIM-2,CS385,"(protocol, excludes, weapons), (weapons, have, incendiary effect)",
CS385-SIM-3,CS385,"(protocol, not allow, white phosphorus munitions)",
CS385-SIM-4,CS385,"(protocol, excludes, weapons with an incendiary effect)",
CS386-SIM-1,CS386,"(Smoke grenades, excluded from, protocol)(Tracer rounds, excluded from, protocol)",
CS386-SIM-2,CS386,"(White phosphorus munitions,are often excluded from this protocol, NULL) (NULL,excluded,White phosphorus munitions) (NULL,excluded from,this protocol)",
CS386-SIM-3,CS386,"(He, played, twentyone games) (He, scored, fifteen goals)",
CS387-SIM-1,CS387,"(He, signed, eighteen month contract), (He, signed, The New Saints), (The New Saints, signed, eighteen-month contract), (He, signed on, 19 January 2010)",
CS387-SIM-2,CS387,"(Durham East,was,federal electoral district)",
CS388-SIM-1,CS388,"(Ontario, located in, It)",
CS388-SIM-2,CS388,"(Durham East,represented in,Canadian House of Commons)",
CS388-SIM-3,CS388,"(DBTI Tarlac Batch 1988, have, 147 graduates)",
CS389-SIM-1,CS389,"(The 40th Commencement Exercises, held, on March 27, 1988) (The 40th Commencement Exercises, occurred, on March 27, 1988)",
CS389-SIM-2,CS389,"(DBTI Tarlac Batch 1988, had, 147 students)",
CS390-SIM-1,CS390,"(students, graduated_from, high school), (students, graduated_in, 1988)",
CS390-SIM-2,CS390,"(40th Commencement Exercises, held, on March 27)",
CS390-SIM-3,CS390,"(Donegal Gaeltacht,made up of,three parishes), (Donegal Gaeltacht, has as main centre,population), (population, is found in, Donegal Gaeltacht)",
CS391-SIM-1,CS391," ('Na Rosa', 'is', 'a parish'),  ('Gaoth Dobhair', 'is', 'a parish'),  ('Cloch Cheannfhaola', 'is', 'a parish'),  ('These three parishes', 'are', 'Na Rosa, Gaoth Dobhair and Cloch Cheannfhaola')",
CS391-SIM-2,CS391," (Area,has population, 16000) (Population,of area,16000)",
CS391-SIM-3,CS391,"(Europe, be populated, rurally) (rurally, be one of the most populated areas, Europe)",
CS391-SIM-4,CS391,"(Na Rosa, is_part_of, Donegal Gaeltacht)(Gaoth Dobhair, is_part_of, Donegal Gaeltacht)(Cloch Cheannfhaola, is_part_of, Donegal Gaeltacht)",
CS392-SIM-1,CS392,"(Donegal Gaeltacht, has population of, 16000)",
CS392-SIM-2,CS392," (Donegal Gaeltacht, be considered to, most rurally populated area in Europe)  (Most rurally populated area in Europe, be located in, Donegal Gaeltacht)",
CS392-SIM-3,CS392,"(He, emigrated, to the United States); (He, emigrated, in 1904)",
CS393-SIM-1,CS393,"(He, earned, B.S.), (He, earned, Electrical Engineering), (He, earned, Purdue University), (Purdue University, awarded, B.S.), (He, graduated, 1906)",
CS393-SIM-2,CS393,"(He, emigrated, United States) (He, emigrated in, 1904)",
CS394-SIM-1,CS394,"(He, earned, B.S.), (He, earned, Electrical Engineering), (He, earned, Purdue University), (Purdue University, in, 1906)",
CS394-SIM-2,CS394," (She, has participated in, Miss India)",
CS395-SIM-1,CS395,"(She, won, Miss Beautiful Smile ), (Miss Beautiful Smile, in, Femina Miss India Contest )",
CS395-SIM-2,CS395,"(She, has been coached by, Martin Barras), (Martin Barras, since, 2009)",
CS396-SIM-1,CS396,"(She, is coached by, Gary Sutton)",
CS396-SIM-2,CS396,"(He,served,Joint Editor), (He,served at,Jang)",
CS397-SIM-1,CS397,"(He, working as, columnist) (He, working as, analyst) (He, working for, 92 newspaper) (He, working for, TV channel)",
CS397-SIM-2,CS397,"(Randall, born in, Cincinnati, Ohio), (Randall, born in, 1909)",
CS398-SIM-1,CS398,"(His family, moved to, Orlando) (His family, moved to, Florida)(His family, moved in, 1916)",
CS398-SIM-2,CS398,"(His, mother, operated a bail bonds company)(a bail bonds company, located in, Denver Colorado)",
CS399-SIM-1,CS399,"(Tim, made, first civilian arrest)",
CS399-SIM-2,CS399,"(22,000 troops,sustained, battle wounds)",
CS400-SIM-1,CS400,"(Medical Department,mobilized,151 staff and regimental units)",
CS400-SIM-2,CS400," (He, began, his career at Bradford City) (He, has been on loan, at Halifax Town) (He, has been on loan, at Cambridge United)",
CS401-SIM-1,CS401,"(peninsula, is famous for, turquoise water)",
CS402-SIM-1,CS402,"(The coast, has, series of coves)",
CS402-SIM-2,CS402,"(The coast,has,resorts)",
CS402-SIM-3,CS402,"(The peninsula, is famous for, turquoise water)",
CS403-SIM-1,CS403,"(The coast, be, series of coves)",
CS403-SIM-2,CS403,"(Resorts, Be Dotted With, It)",
CS403-SIM-3,CS403,"(William Schofield, promote, pedestrian trail), (pedestrian trail, linking, landmarks), (landmarks, since, 1952)",
CS404-SIM-1,CS404," (The Freedom Trail, was conceived, in 1958)  (A person, conceived, The Freedom trail)",
CS404-SIM-2,CS404,"(William Schofield, promote, idea of creating a pedestrian trail)(idea of creating a pedestrian trail, created, in 1952)",
CS405-SIM-1,CS405,"(The Freedom Trail, was conceived, 1958) ( 1958, was conceived, The Freedom Trail)",
CS405-SIM-2,CS405,"(Organization, merged, 2005)",
CS406-SIM-1,CS406,"(It,includes,more than 400 member businesses)",
CS406-SIM-2,CS406,"(It,merged with, chamber), (chamber,in,Menominee), (Menominee,in,Michigan)",
CS406-SIM-3,CS406,"(organization, merged, 2005)",
CS407-SIM-1,CS407,"(They, merged with, a chamber in Menominee, Michigan)",
CS407-SIM-2,CS407,"(It, includes, 400 member businesses)",
CS407-SIM-3,CS407,"(Bait, Used, Infected Puppies)",
CS408-SIM-1,CS408,N/A,
CS408-SIM-2,CS408,"(mass exodus, was, result) (mutant rats, of, exodus)",
CS408-SIM-3,CS408,"(rats,emerged,surface); (rats,die,surface)",
CS408-SIM-4,CS408," (bait, used, infected puppies)  (plan, used, infected puppies)",
CS409-SIM-1,CS409,No triples can be extracted from this sentence.,
CS409-SIM-2,CS409," (mass of mutant rats, experience, exodus)  (result, cause, massive exodus of mutant rats)",
CS409-SIM-3,CS409,"(rats, died, surface)",
CS409-SIM-4,CS409," (The African Wild Dog, is, a canid) (The African Wild Dog, found in, Africa)",
CS410-SIM-1,CS410,"(animal, is, medium sized)",
CS410-SIM-2,CS410,"(It, lives, in savannas) (It, lives, in lightly wooded areas)",
CS410-SIM-3,CS410,"(The African Wild Dog, is found in, Africa)",
CS411-SIM-1,CS411,"(It, is, a medium sized canid)",
CS411-SIM-2,CS411,"(It, lives, in savannas) (It, lives, in lightly wooded areas)",
CS411-SIM-3,CS411," (The African Wild Dog, is, canid)",
CS412-SIM-1,CS412,"(It, be, found) (Africa, have, It)",
CS412-SIM-2,CS412,"(It, LivesIn, Savannas), (It, LivesIn, Lightly Wooded Areas)",
CS412-SIM-3,CS412,"(Napa Gamay, is not related to, famous Gamay of Beaujolais)",
CS413-SIM-1,CS413,None,
CS413-SIM-2,CS413,"(California,allow,wine labels after 2007)",
CS413-SIM-3,CS413,No triples can be extracted from this sentence.,
CS414-SIM-1,CS414,"(California wine labels, no longer have, name)",
CS414-SIM-2,CS414,"(He, played, 66 games for the Bulldogs), (He, kicking, 80 goals)",
CS415-SIM-1,CS415,"(He, retired from, football), (He, retired in, 1946)",
CS415-SIM-2,CS415,"(He, returned_to, cricket), (He, league, Lancashire League), (Lancashire League, in, England)",
CS415-SIM-3,CS415,"(Sage Publications, publishes, journal)",
CS416-SIM-1,CS416,"(CILIP,owns,title)",
CS416-SIM-2,CS416,"(IIS, merged with, Library Association), (Library Association, merged with, IIS), (IIS and the Library Association, formed, CILIP)",
CS416-SIM-3,CS416,"(Goondiwindi Town Council,supply,Local government)",
CS417-SIM-1,CS417," (Waggamba Shire, is administered by, The Town)  (The Town, is the administrative centre of, Waggamba Shire)",
CS417-SIM-2,CS417," (Local government, supplied by, Goondiwindi Town Council) (Goondiwindi Town Council, supplies, Local government)",
CS418-SIM-1,CS418," (town,be administrative centre for, Waggamba Shire)  (Waggamba Shire,have administrative centre, town)",
CS418-SIM-2,CS418,"(Local government,supplied by,Goondiwindi Town Council)",
CS419-SIM-1,CS419,"(Town, administrative centre for, Waggamba Shire)",
CS419-SIM-2,CS419,"(25th Brigade,Fell back,null)",
CS420-SIM-1,CS420,"(23rd Brigade, have the right to, be exposed)",
CS420-SIM-2,CS420,"( Germans, enveloped, 23rd Brigade)",
CS420-SIM-3,CS420,"(brigade, retreat, _)",
CS420-SIM-4,CS420,"(They, avoided, being rolled up)",
CS420-SIM-5,CS420,"(25th Brigade, fell back, None)",
CS421-SIM-1,CS421,"(23rd Brigade, have right, be exposed)",
CS421-SIM-2,CS421,"(It,be,enveloped) (enveloped,by,Germans)",
CS421-SIM-3,CS421,"(The brigade, retreated, )",
CS421-SIM-4,CS421,"(It, avoided, being rolled up)",
CS421-SIM-5,CS421,"(General Waller Taylor,represented,Lunenburg),(General Waller Taylor,represent,Virginia legislature)",
CS422-SIM-1,CS422,"(He, moved to, Vincennes), (He, became, judge), (Vincennes, Indiana, where)",
CS422-SIM-2,CS422," (He, Adjutant General of, United States Army)  (He, under, General William Henry Harrison)  (General William Henry Harrison, in, War of 1812)",
CS422-SIM-3,CS422,"(He,be,Eighteen)(He,have,years old)",
CS423-SIM-1,CS423,"(His, father, died)",
CS423-SIM-2,CS423,"(A regency, was appointed, )",
CS423-SIM-3,CS423,"(It,rule,in his name) (His,be ruled,by It)",
CS423-SIM-4,CS423,"(It,rule,nine years)",
CS423-SIM-5,CS423,"(He,be,eighteen)",
CS424-SIM-1,CS424,"(His, have, father); (father, die, died)",
CS424-SIM-2,CS424,"(A regency, was appointed, )",
CS424-SIM-3,CS424,"(It, ruled, in his name)",
CS424-SIM-4,CS424,"(It, rule, nine years) (nine years, be ruled, by it)",
CS424-SIM-5,CS424,"(He, be, eighteen)",
CS425-SIM-1,CS425,"(His, father_died, )",
CS425-SIM-2,CS425,"(Regency, appointed, )",
CS425-SIM-3,CS425,"(The regency, ruled, in his name) (The regency, ruled, his name)",
CS425-SIM-4,CS425,"(The regency, lasted, nine years)",
CS425-SIM-5,CS425,"(She,has been,chair of the Tate Members Council since 2005), (chair of the Tate Members Council,since,2005)",
CS426-SIM-1,CS426,"(She,became,Honorary Fellow of Jesus College)",
CS426-SIM-2,CS426,"(She, has been chair of, the Tate Members Council), (She, has been chair since, 2005)",
CS427-SIM-1,CS427,"(she, become, first female Honorary Fellow of Jesus College)",
CS427-SIM-2,CS427," (The Deceptikonz, is, New Zealand hip hop group)",
CS428-SIM-1,CS428,"(They, formed, 1996)",
CS428-SIM-2,CS428,"(Savage, consists_of, The group), (Devolo, consists_of, The group), (Alphrisk, consists_of, The group), (Mareko, consists_of, The group).",
CS428-SIM-3,CS428,"(They, from, Manurewa), (They, from, South Auckland), (Manurewa, part_of, South Auckland)",
CS428-SIM-4,CS428," (The Deceptikonz, is, New Zealand hip hop group)  (The Deceptikonz, is, group)",
CS429-SIM-1,CS429,"(The group, consists of, Savage), (The group, consists of, Devolo), (The group, consists of, Alphrisk), (The group, consists of, Mareko)",
CS429-SIM-2,CS429," (They,formed,1996) (They,located_in,Manurewa)",
CS429-SIM-3,CS429,"(He, returned_to, Treasury), (He, after, war)",
CS430-SIM-1,CS430,"(He,become,Principal Private Secretary), (Chancellor of the Exchequer,employ,He), (In 1921,occur,become)",
CS430-SIM-2,CS430,"(He, serve, Winston Churchill) (He, serve, successive Chancellors)",
CS430-SIM-3,CS430,"(Climate, is, mixture) (Mixture, has , Mediterranean) (Mixture, has, mountainous)",
CS431-SIM-1,CS431,"(area, receive, snow)",
CS431-SIM-2,CS431,"(The area, be warm, during the summer months)",
CS431-SIM-3,CS431,"(It's climate, is, a mixture of Mediterranean and mountainous) (It's climate, has, a Mediterranean component) (It's climate, has, a mountainous component)",
CS432-SIM-1,CS432,"(area, receive, snow)",
CS432-SIM-2,CS432,"( 'summer months', 'be', 'warm' )",
CS432-SIM-3,CS432,"(The Shah, left, Iran), (The Shah, exile, 1979)",
CS433-SIM-1,CS433," (Ayatollah Khomeini,returned to,Tehran) (Ayatollah Khomeini,returned after,two weeks)",
CS433-SIM-2,CS433,"(Several million Iranians, greeted, him)",
CS433-SIM-3,CS433," (The Shah, left, Iran)  (Ayatollah Khomeini, returned, Tehran) (The Shah, exile, January 16 1979)  (Ayatollah Khomeini, returned, two weeks later)",
CS434-SIM-1,CS434,"(Iranians, greeted, him)",
CS434-SIM-2,CS434,"(His, move against, barbarian tribes)",
CS435-SIM-1,CS435,"(Aurelian, had gathered, tribes)(Aurelian, campaign, Eastern)",
CS435-SIM-2,CS435,"(The tribes, had plundered, Eastern Roman provinces)",
CS435-SIM-3,CS435,"(Aurelian, had been murdered, 																																																										   																																																																												",
CS435-SIM-4,CS435,"(Helen, quit, waitress job)",
CS436-SIM-1,CS436,"(Bobby,overdosed,just before) (Bobby,supposed to help,Hank) (Bobby,supposed to help,burglary)",
CS436-SIM-2,CS436,"(Helen, quits, job), (job, is-quitted-by, Helen)",
CS437-SIM-1,CS437,"(Bobby, overdoses, just before assisting Hank in a burglary) (Hank, assists, Bobby in a burglary)",
CS437-SIM-2,CS437,"(Helen, quits, waitress job)",
CS438-SIM-1,CS438,"(Bobby, Overdoses ,Just before) (Bobby, Assists, Hank) (Hank, Assisted, Bobby) (Bobby, Assist, Hank) (Hank, Burglary, Assisted)",
CS438-SIM-2,CS438,"(method,have been used, discrepancies) (method, have caused, discrepancies)",
CS439-SIM-1,CS439,"(single needle, observed differences when using,multiple needles) (multiple needles, observed differences when using, single needle)",
CS439-SIM-2,CS439,"1) (areas,have varied,needle placement) 2) (needle placement,related to,areas)",
CS439-SIM-3,CS439,"(discrepancies,have been,use of this method) (there,have been,discrepancies) (use of thismethod,have been,discrepancies)",
CS439-SIM-4,CS439,"(There,be,discrepancies)",
CS440-SIM-1,CS440,"(observations,have seen, differences)",
CS440-SIM-2,CS440,"(areas, have varied, needle placement)",
CS440-SIM-3,CS440,"(He, be given, five-year jail term), (10 April 2006, occur on, five-year jail term)",
CS441-SIM-1,CS441,"(He, was detained, in Jodhpur Jail)(He, was detained, until 13 April)",
CS441-SIM-2,CS441,"(He, granted,bail)",
CS441-SIM-3,CS441," (The Aquarium of the Pacific, is in, Long Beach)  (The Aquarium of the Pacific, is in, California)",
CS442-SIM-1,CS442,"(It, has, 12500 animals) (It, has, 1000 species) (12500 animals, from, 1000 species)",
CS442-SIM-2,CS442," (The Aquarium of the Pacific, is in, Long Beach), (The Aquarium of the Pacific, is in, California).",
CS443-SIM-1,CS443," (The Aquarium of the Pacific, contains, over 12,500 animals)  (The Aquarium of the Pacific, has, over 12,500 animals)",
CS443-SIM-2,CS443,"(Aquarium of the Pacific, HAS, 1000 species)",
CS443-SIM-3,CS443," (The Aquarium of the Pacific, is in, Long Beach, California) (Long Beach, California, is the location of, The Aquarium of the Pacific)",
CS444-SIM-1,CS444,"(The Aquarium of the Pacific, has, 12,500 animals)",
CS444-SIM-2,CS444,"(Aquarium of the Pacific, represent, nearly 1000 species)",
CS444-SIM-3,CS444,"(Men, transferred to, Fort Knox, Kentucky)",
CS445-SIM-1,CS445,"(They, sent_to, Kilmer), (They, sent_to, New Jersey)",
CS445-SIM-2,CS445,"(They,sent,England) (They,training,England)",
CS445-SIM-3,CS445,"(They, served in, Camp Bouse)",
CS445-SIM-4,CS445,"(men, transferred to, Fort Knox, Kentucky)",
CS446-SIM-1,CS446,"(The men, be sent to, Kilmer, New Jersey)",
CS446-SIM-2,CS446,"(men, sent, England)",
CS446-SIM-3,CS446,"(He, has survived, many murder attempts)",
CS447-SIM-1,CS447,"(He, escaped from, prison)",
CS447-SIM-2,CS447,"(He, has survived, multiple murder attempts)",
CS448-SIM-1,CS448,"(He, escaped from, prison)",
CS448-SIM-2,CS448,"(He, have survived, many murder attempts)",
CS449-SIM-1,CS449,"(He, escape from, prison)",
CS449-SIM-2,CS449,"(Marseille, be forced to abandon, fighter)",
CS450-SIM-1,CS450,"(He, struck, vertical stabiliser)",
CS450-SIM-2,CS450,"(He, killed, instantly) (He, incapacitated, )",
CS450-SIM-3,CS450,"(He, be unable to , open parachute)",
CS450-SIM-4,CS450,"(Marseille, strike, vertical stabiliser)",
CS451-SIM-1,CS451,"(He, killed, Instantly) (He, incapacitated, )",
CS451-SIM-2,CS451,"(He, unable to open, parachute)",
CS451-SIM-3,CS451,"(He, be forced to, abandon his fighter)",
CS451-SIM-4,CS451,"(He, graduated, Medical School), (He, graduated-in, 1984)",
CS452-SIM-1,CS452,"(He, earned, Doctor of Medicine degree)",
CS452-SIM-2,CS452,"(His, have dream of, becoming an astronaut), (His, be thwarted by, deteriorating eyesight)",
CS452-SIM-3,CS452,"(He, graduated, 1984)",
CS453-SIM-1,CS453,"(He, earned, Doctor of Medicine degree)",
CS453-SIM-2,CS453,"(His,deteriorate,eyesight)",
CS453-SIM-3,CS453,"(He, cannot become, astronaut)",
CS453-SIM-4,CS453,"(Verge, defeated, null)",
CS454-SIM-1,CS454,"(Verge,resigned,party leader)",
CS454-SIM-2,CS454,"(Loyola Sullivan, succeeded, Verge)",
CS454-SIM-3,CS454,"(Verge,defeated,own riding)",
CS455-SIM-1,CS455,"(She, resigned, party leader) (She, subsequently, resigned)",
CS455-SIM-2,CS455,"(Loyola,succeeded,Sullivan)",
CS455-SIM-3,CS455,"(Verge, lost, her own riding), (Verge, quit, role as party leader)",
CS456-SIM-1,CS456,"(Loyola Sullivan, became, party leader)",
CS456-SIM-2,CS456,"(The Canon FT QL,is,final model)",
CS457-SIM-1,CS457,"(Pentax Spotmatic variants,compete with,It), (Topcon RE SLRs,compete with,It)",
CS457-SIM-2,CS457,"(Canon FT QL, be_the_top_of, sector)",
CS457-SIM-3,CS457," (Garden City,is,city)  (Garden City,is in,Georgia)",
CS458-SIM-1,CS458,"(Garden City, is located, northwest of Savannah)",
CS458-SIM-2,CS458,"(Garden City, is in, Chatham County)",
CS458-SIM-3,CS458,"(Garden City, is in, United States)",
CS458-SIM-4,CS458,"(Garden City,is,city), (Garden City, is located in, Georgia)",
CS459-SIM-1,CS459,"(Garden City, is located, northwest of Savannah)",
CS459-SIM-2,CS459,"(Garden City, is in, Chatham County) (Chatham County, is in, USA)",
CS459-SIM-3,CS459,"(fetus,can cause,entanglement with the cord)",
CS460-SIM-1,CS460,"(Fetus,should be evaluated with,ultrasound)",
CS460-SIM-2,CS460,"(Ultrasound, should be done, to rule out cord entanglement)",
CS460-SIM-3,CS460,"(Fetus, become entangled in, umbilical cord)",
CS461-SIM-1,CS461,"(Fetus, checked for, cord entanglement), (Ultrasound, used to, check for cord entanglement), (Fetus, is, very active)",
CS461-SIM-2,CS461,"(Fetus, cause, entanglement), (Fetus, be, active), (Cord, be, entangled)",
CS462-SIM-1,CS462,"(Fetus, should be evaluated with, Ultrasound)",
CS462-SIM-2,CS462,"(Ultrasound, used to rule out, cord entanglement)",
CS462-SIM-3,CS462,"(Riverside, South Memphis, is in, Tennessee)",
CS463-SIM-1,CS463," (South Memphis, be ,one of oldest parts), (It,be, oldest part of South Memphis)",
CS463-SIM-2,CS463,"(Elderly people, made up of, young people)(Young people, made up of, elderly people)",
CS463-SIM-3,CS463,"(Riverside,South Memphis,be) (Riverside,South Memphis,old part of), (Tennessee, be, old part of)",
CS464-SIM-1,CS464," (elderly people, be home to, this area)  (young people, be home to, this area)",
CS464-SIM-2,CS464,"(South Memphis, comprise, old and young generations)",
CS464-SIM-3,CS464,"(elderly population, live in, South Memphis Riverside), (young population, live in, South Memphis Riverside)",
CS464-SIM-4,CS464,"(Riverside, South Memphis, located in, Tennessee)",
CS465-SIM-1,CS465,"(Area, comprised of, elderly people), (Area, comprised of, young people)",
CS465-SIM-2,CS465,"(South Memphis,is,one of the oldest parts of Tennessee)",
CS465-SIM-3,CS465,"(Jennings, become, famous), (late 19th century, be, famous)",
CS466-SIM-1,CS466,"(Dunboyne,bred,Jennings) (Dunboyne,owned,Jennings) (Dunboyne,trained,Jennings) (Dunboyne,won,1887 Preakness Stakes)",
CS466-SIM-2,CS466,"(Jennings, achieved, national prominence) (Jennings, achieved, late 19th century)",
